GPU,Application,Timestamp,GPU1 memory usage (MB),GPU1 core clock (MHz),GPU1 memory clock (MHz),GPU1 power (W),GPU1 temp limit,GPU1 power limit,GPU1 voltage limit,GPU1 no load limit,CPU temperature (°C),CPU usage (%),CPU clock (MHz),CPU power (W),RAM usage (MB),Commit charge (MB),Framerate (FPS),Frametime (ms),Framerate Min (FPS),Framerate Avg (FPS),Framerate Max (FPS),Framerate 1% Low (FPS),Framerate 0.1% Low (FPS),GPU1 temperature (°C),GPU1 usage (%)
NVIDIA GeForce GTX 1650,Wuthering Waves,03-01-2026 17:43:56,3744.824,1785.000,6120.984,39.247,0.000,0.000,0.000,1.000,96.000,73.031,4000.000,39.291,15358.000,20957.000,45.500,0.000,35.600,49.100,55.800,25.200,13.800,83.000,74.000
NVIDIA GeForce GTX 1650,Wuthering Waves,03-01-2026 17:43:56,3744.824,1725.000,6120.984,43.257,0.000,1.000,0.000,0.000,97.000,73.031,4000.000,39.291,15358.000,20956.000,45.700,0.000,35.600,49.100,55.800,25.200,13.800,84.000,74.000
NVIDIA GeForce GTX 1650,Wuthering Waves,03-01-2026 17:43:57,3744.824,1785.000,6120.984,43.897,0.000,1.000,0.000,0.000,95.000,69.232,3600.000,39.774,15366.000,20961.000,46.800,88.843,35.600,49.100,55.800,25.200,13.800,84.000,63.000
NVIDIA GeForce GTX 1650,Wuthering Waves,03-01-2026 17:43:58,3744.824,1785.000,6120.984,44.239,0.000,0.000,0.000,1.000,96.000,59.280,4100.000,39.683,15387.000,20980.000,52.700,26.022,35.600,49.100,55.800,25.200,13.800,84.000,80.000
NVIDIA GeForce GTX 1650,Wuthering Waves,03-01-2026 17:43:59,3744.824,1785.000,6120.984,47.833,0.000,0.000,0.000,1.000,95.000,63.789,3900.000,40.365,15385.000,20974.000,46.400,32.601,35.600,49.100,55.800,25.200,13.800,84.000,75.000
NVIDIA GeForce GTX 1650,Wuthering Waves,03-01-2026 17:44:00,3748.262,1785.000,6120.984,46.417,0.000,0.000,0.000,1.000,95.000,59.394,4000.000,40.462,15421.000,20967.000,48.200,35.116,35.600,49.100,55.800,25.200,13.800,84.000,73.000
NVIDIA GeForce GTX 1650,Wuthering Waves,03-01-2026 17:44:01,3748.262,1785.000,6120.984,45.875,0.000,0.000,0.000,1.000,96.000,59.475,4100.000,40.957,15417.000,20977.000,53.100,23.860,35.600,49.100,55.800,25.200,13.800,84.000,76.000
NVIDIA GeForce GTX 1650,Wuthering Waves,03-01-2026 17:44:02,3748.262,1740.000,6120.984,47.003,0.000,1.000,0.000,0.000,97.000,62.006,4100.000,39.954,15414.000,20969.000,53.900,26.627,35.600,49.100,55.800,25.200,13.800,84.000,81.000
NVIDIA GeForce GTX 1650,Wuthering Waves,03-01-2026 17:44:03,3748.262,1785.000,6120.984,44.398,0.000,1.000,0.000,0.000,96.000,61.575,4000.000,40.055,15405.000,20962.000,52.900,24.383,35.600,49.100,55.800,25.200,13.800,84.000,82.000
NVIDIA GeForce GTX 1650,Wuthering Waves,03-01-2026 17:44:04,3751.871,1785.000,6120.984,48.247,0.000,0.000,0.000,1.000,96.000,45.877,3700.000,39.600,15413.000,20997.000,58.200,32.155,35.600,49.100,55.800,25.200,13.800,84.000,81.000
NVIDIA GeForce GTX 1650,Wuthering Waves,03-01-2026 17:44:05,3751.871,1785.000,6120.984,46.529,0.000,1.000,0.000,0.000,94.000,38.799,4200.000,40.063,15406.000,20984.000,60.100,20.971,35.600,49.100,55.800,25.200,13.800,84.000,86.000
NVIDIA GeForce GTX 1650,Wuthering Waves,03-01-2026 17:44:06,3751.871,1785.000,6120.984,47.159,0.000,0.000,0.000,1.000,96.000,54.368,4100.000,40.369,15387.000,20987.000,59.500,21.256,35.600,49.100,55.800,25.200,13.800,84.000,85.000
NVIDIA GeForce GTX 1650,Wuthering Waves,03-01-2026 17:44:07,3751.871,1770.000,6120.984,47.574,0.000,1.000,0.000,0.000,96.000,49.115,3600.000,39.724,15389.000,20985.000,59.100,24.850,35.600,49.100,55.800,25.200,13.800,84.000,82.000
NVIDIA GeForce GTX 1650,Wuthering Waves,03-01-2026 17:44:08,3751.871,1740.000,6120.984,47.029,0.000,1.000,0.000,0.000,95.000,42.034,4200.000,39.498,15396.000,20986.000,59.900,25.822,35.600,49.100,55.800,25.200,13.800,84.000,86.000
NVIDIA GeForce GTX 1650,Wuthering Waves,03-01-2026 17:44:09,3751.871,1785.000,6120.984,45.601,0.000,0.000,0.000,1.000,94.000,42.094,4100.000,40.076,15394.000,20977.000,59.900,27.240,35.600,49.100,55.800,25.200,13.800,84.000,85.000
NVIDIA GeForce GTX 1650,Wuthering Waves,03-01-2026 17:44:10,3767.895,1785.000,6120.984,41.596,0.000,0.000,0.000,1.000,96.000,59.753,4000.000,39.318,15461.000,20986.000,47.700,40.668,35.600,49.100,55.800,25.200,13.800,84.000,82.000
NVIDIA GeForce GTX 1650,Wuthering Waves,03-01-2026 17:44:11,3766.191,1785.000,6120.984,41.321,0.000,0.000,0.000,1.000,95.000,64.185,4100.000,40.314,15517.000,21057.000,44.400,38.270,35.600,49.100,55.800,25.200,13.800,84.000,76.000
NVIDIA GeForce GTX 1650,Wuthering Waves,03-01-2026 17:44:12,3774.738,1785.000,6120.984,41.467,0.000,0.000,0.000,1.000,94.000,69.743,3800.000,38.638,15523.000,21056.000,38.000,34.133,35.600,49.100,55.800,25.200,13.800,83.000,69.000
NVIDIA GeForce GTX 1650,Wuthering Waves,03-01-2026 17:44:13,3772.488,1785.000,6120.984,42.894,0.000,0.000,0.000,1.000,95.000,68.002,3900.000,39.029,15553.000,21075.000,41.600,48.094,35.600,49.100,55.800,25.200,13.800,84.000,68.000
NVIDIA GeForce GTX 1650,Wuthering Waves,03-01-2026 17:44:14,3775.262,1785.000,6120.984,45.502,0.000,0.000,0.000,1.000,94.000,62.242,4000.000,40.545,15552.000,21076.000,46.900,26.877,35.600,49.100,55.800,25.200,13.800,84.000,77.000
NVIDIA GeForce GTX 1650,Wuthering Waves,03-01-2026 17:44:15,3755.637,1785.000,6120.984,42.628,0.000,0.000,0.000,1.000,95.000,66.234,4000.000,40.030,15562.000,21098.000,48.200,0.000,35.600,49.100,55.800,25.200,13.800,83.000,83.000
NVIDIA GeForce GTX 1650,Wuthering Waves,03-01-2026 17:44:16,3765.574,1785.000,6120.984,48.296,0.000,0.000,0.000,1.000,92.000,65.197,3900.000,39.441,15561.000,21097.000,0.000,0.000,35.600,49.100,55.800,25.200,13.800,83.000,66.000
NVIDIA GeForce GTX 1650,Wuthering Waves,03-01-2026 17:44:17,3753.637,1785.000,6120.984,41.790,0.000,0.000,0.000,1.000,95.000,75.037,3900.000,37.678,15560.000,21087.000,0.000,0.000,35.600,49.100,55.800,25.200,13.800,83.000,80.000
NVIDIA GeForce GTX 1650,Wuthering Waves,03-01-2026 17:44:18,3753.637,1740.000,6120.984,49.147,0.000,1.000,0.000,0.000,95.000,61.392,3900.000,39.429,15543.000,21084.000,0.000,0.000,35.600,49.100,55.800,25.200,13.800,84.000,74.000
NVIDIA GeForce GTX 1650,Wuthering Waves,03-01-2026 17:44:19,3753.637,1785.000,6120.984,48.928,0.000,0.000,0.000,1.000,96.000,61.869,4100.000,40.284,15561.000,21094.000,0.000,0.000,35.600,49.100,55.800,25.200,13.800,84.000,86.000
NVIDIA GeForce GTX 1650,Wuthering Waves,03-01-2026 17:44:20,3753.637,1785.000,6120.984,47.696,0.000,1.000,0.000,0.000,94.000,62.685,4000.000,39.963,15551.000,21083.000,0.000,0.000,35.600,49.100,55.800,25.200,13.800,84.000,86.000
NVIDIA GeForce GTX 1650,Wuthering Waves,03-01-2026 17:44:21,3753.637,1785.000,6120.984,48.271,0.000,0.000,0.000,1.000,95.000,61.079,4100.000,39.301,15552.000,21076.000,0.000,0.000,35.600,49.100,55.800,25.200,13.800,84.000,85.000
NVIDIA GeForce GTX 1650,Wuthering Waves,03-01-2026 17:44:22,3753.637,1785.000,6120.984,48.582,0.000,0.000,0.000,1.000,94.000,60.940,3900.000,39.241,15538.000,21079.000,0.000,0.000,35.600,49.100,55.800,25.200,13.800,84.000,87.000
NVIDIA GeForce GTX 1650,Wuthering Waves,03-01-2026 17:44:23,3753.637,1785.000,6120.984,48.557,0.000,0.000,0.000,1.000,95.000,65.923,4000.000,38.679,15545.000,21089.000,0.000,0.000,35.600,49.100,55.800,25.200,13.800,84.000,85.000
NVIDIA GeForce GTX 1650,Wuthering Waves,03-01-2026 17:44:24,3753.637,1785.000,6120.984,46.542,0.000,0.000,0.000,1.000,95.000,63.306,3800.000,39.691,15529.000,21072.000,0.000,0.000,35.600,49.100,55.800,25.200,13.800,84.000,84.000
NVIDIA GeForce GTX 1650,Wuthering Waves,03-01-2026 17:44:25,3763.574,1785.000,6120.984,49.437,0.000,0.000,0.000,1.000,97.000,61.449,3900.000,39.304,15513.000,21061.000,0.000,0.000,35.600,49.100,55.800,25.200,13.800,84.000,88.000
NVIDIA GeForce GTX 1650,Wuthering Waves,03-01-2026 17:44:26,3753.637,1785.000,6120.984,49.256,0.000,1.000,0.000,0.000,96.000,62.452,4000.000,40.103,15507.000,21061.000,0.000,0.000,35.600,49.100,55.800,25.200,13.800,84.000,85.000
NVIDIA GeForce GTX 1650,Wuthering Waves,03-01-2026 17:44:27,3753.637,1770.000,6120.984,48.805,0.000,1.000,0.000,0.000,94.000,62.274,4000.000,39.274,15497.000,21055.000,0.000,0.000,35.600,49.100,55.800,25.200,13.800,84.000,84.000
NVIDIA GeForce GTX 1650,Wuthering Waves,03-01-2026 17:44:28,3753.637,1785.000,6120.984,46.678,0.000,0.000,0.000,1.000,95.000,74.026,3900.000,40.158,15518.000,21079.000,0.000,0.000,35.600,49.100,55.800,25.200,13.800,84.000,78.000
NVIDIA GeForce GTX 1650,Wuthering Waves,03-01-2026 17:44:29,3753.637,1785.000,6120.984,36.655,0.000,0.000,0.000,1.000,96.000,77.258,4000.000,40.140,15367.000,20926.000,0.000,0.000,35.600,49.100,55.800,25.200,13.800,83.000,76.000
NVIDIA GeForce GTX 1650,Wuthering Waves,03-01-2026 17:44:30,3753.637,1785.000,6120.984,38.437,0.000,0.000,0.000,1.000,94.000,95.176,3800.000,43.124,15417.000,20973.000,0.000,0.000,35.600,49.100,55.800,25.200,13.800,83.000,47.000
NVIDIA GeForce GTX 1650,Wuthering Waves,03-01-2026 17:44:31,3753.637,1785.000,6120.984,40.297,0.000,0.000,0.000,1.000,95.000,89.605,3700.000,40.654,15436.000,20999.000,0.000,0.000,35.600,49.100,55.800,25.200,13.800,83.000,53.000
NVIDIA GeForce GTX 1650,Wuthering Waves,03-01-2026 17:44:32,3763.574,1785.000,6120.984,36.110,0.000,0.000,0.000,1.000,95.000,78.659,3600.000,39.108,15474.000,21043.000,0.000,0.000,35.600,49.100,55.800,25.200,13.800,83.000,65.000
NVIDIA GeForce GTX 1650,Wuthering Waves,03-01-2026 17:44:33,3753.637,1785.000,6120.984,37.605,0.000,0.000,0.000,1.000,96.000,92.378,3700.000,43.037,15572.000,21147.000,0.000,0.000,35.600,49.100,55.800,25.200,13.800,82.000,59.000
NVIDIA GeForce GTX 1650,Wuthering Waves,03-01-2026 17:44:34,3739.887,1785.000,6120.984,41.987,0.000,0.000,0.000,1.000,94.000,85.096,3800.000,40.826,15566.000,21145.000,0.000,0.000,35.600,49.100,55.800,25.200,13.800,83.000,46.000
NVIDIA GeForce GTX 1650,Wuthering Waves,03-01-2026 17:44:35,3739.887,1785.000,6120.984,36.140,0.000,0.000,0.000,1.000,93.000,78.991,3700.000,40.155,15505.000,21131.000,0.000,0.000,35.600,49.100,55.800,25.200,13.800,83.000,61.000
NVIDIA GeForce GTX 1650,Wuthering Waves,03-01-2026 17:44:36,3739.887,1785.000,6120.984,39.764,0.000,0.000,0.000,1.000,94.000,79.358,3600.000,39.698,15500.000,21091.000,0.000,0.000,35.600,49.100,55.800,25.200,13.800,83.000,55.000
NVIDIA GeForce GTX 1650,Wuthering Waves,03-01-2026 17:44:37,3739.887,1785.000,6120.984,37.603,0.000,0.000,0.000,1.000,95.000,87.484,3600.000,39.987,15497.000,21090.000,0.000,0.000,35.600,49.100,55.800,25.200,13.800,82.000,53.000
NVIDIA GeForce GTX 1650,Wuthering Waves,03-01-2026 17:44:38,3739.887,1785.000,6120.984,46.309,0.000,0.000,0.000,1.000,96.000,77.981,3600.000,39.505,15474.000,21062.000,0.000,0.000,35.600,49.100,55.800,25.200,13.800,83.000,59.000
NVIDIA GeForce GTX 1650,Wuthering Waves,03-01-2026 17:44:39,3739.887,1785.000,6120.984,45.832,0.000,0.000,0.000,1.000,95.000,70.407,3700.000,39.257,15467.000,21054.000,0.000,0.000,35.600,49.100,55.800,25.200,13.800,83.000,72.000
NVIDIA GeForce GTX 1650,Wuthering Waves,03-01-2026 17:44:40,3749.824,1785.000,6120.984,39.704,0.000,0.000,0.000,1.000,95.000,79.876,3700.000,40.331,15489.000,21088.000,0.000,0.000,35.600,49.100,55.800,25.200,13.800,82.000,71.000
NVIDIA GeForce GTX 1650,Wuthering Waves,03-01-2026 17:44:41,3739.887,1770.000,6120.984,48.263,0.000,1.000,0.000,0.000,95.000,72.096,3600.000,39.222,15505.000,21112.000,0.000,0.000,35.600,49.100,55.800,25.200,13.800,83.000,63.000
NVIDIA GeForce GTX 1650,Wuthering Waves,03-01-2026 17:44:42,3739.887,1770.000,6120.984,48.494,0.000,1.000,0.000,0.000,97.000,64.974,3700.000,39.978,15516.000,21128.000,0.000,0.000,35.600,49.100,55.800,25.200,13.800,83.000,83.000
NVIDIA GeForce GTX 1650,Wuthering Waves,03-01-2026 17:44:43,3756.012,1725.000,6120.984,46.725,0.000,0.000,0.000,1.000,95.000,63.494,3900.000,39.938,15536.000,21151.000,0.000,0.000,35.600,49.100,55.800,25.200,13.800,83.000,85.000
NVIDIA GeForce GTX 1650,Wuthering Waves,03-01-2026 17:44:44,3760.137,1785.000,6120.984,44.506,0.000,0.000,0.000,1.000,96.000,63.234,4000.000,39.637,15537.000,21128.000,0.000,0.000,35.600,49.100,55.800,25.200,13.800,84.000,86.000
NVIDIA GeForce GTX 1650,Wuthering Waves,03-01-2026 17:44:45,3760.137,1785.000,6120.984,41.463,0.000,0.000,0.000,1.000,95.000,66.608,4000.000,40.954,15530.000,21115.000,0.000,0.000,35.600,49.100,55.800,25.200,13.800,83.000,84.000
NVIDIA GeForce GTX 1650,Wuthering Waves,03-01-2026 17:44:46,3760.137,1785.000,6120.984,46.150,0.000,0.000,0.000,1.000,97.000,60.558,3800.000,39.571,15536.000,21112.000,0.000,0.000,35.600,49.100,55.800,25.200,13.800,84.000,80.000
NVIDIA GeForce GTX 1650,Wuthering Waves,03-01-2026 17:44:47,3763.449,1740.000,6120.984,48.048,0.000,1.000,0.000,0.000,95.000,64.714,3800.000,39.625,15534.000,21115.000,0.000,0.000,35.600,49.100,55.800,25.200,13.800,84.000,86.000
NVIDIA GeForce GTX 1650,Wuthering Waves,03-01-2026 17:44:48,3760.137,1785.000,6120.984,41.183,0.000,1.000,0.000,0.000,95.000,74.102,3900.000,39.592,15541.000,21134.000,0.000,0.000,35.600,49.100,55.800,25.200,13.800,83.000,80.000
NVIDIA GeForce GTX 1650,Wuthering Waves,03-01-2026 17:44:49,3760.137,1770.000,6120.984,47.244,0.000,1.000,0.000,0.000,97.000,65.301,4000.000,40.432,15543.000,21136.000,0.000,0.000,35.600,49.100,55.800,25.200,13.800,84.000,71.000
NVIDIA GeForce GTX 1650,Wuthering Waves,03-01-2026 17:44:50,3760.137,1755.000,6120.984,47.482,0.000,1.000,0.000,0.000,100.000,60.399,3900.000,39.664,15534.000,21122.000,0.000,0.000,35.600,49.100,55.800,25.200,13.800,84.000,89.000
NVIDIA GeForce GTX 1650,Wuthering Waves,03-01-2026 17:44:51,3760.137,1785.000,6120.984,46.742,0.000,1.000,0.000,0.000,96.000,65.695,3800.000,39.226,15537.000,21120.000,0.000,0.000,35.600,49.100,55.800,25.200,13.800,84.000,85.000
NVIDIA GeForce GTX 1650,Wuthering Waves,03-01-2026 17:44:52,3760.137,1770.000,6120.984,48.252,0.000,1.000,0.000,0.000,96.000,62.602,4200.000,40.658,15528.000,21108.000,0.000,0.000,35.600,49.100,55.800,25.200,13.800,84.000,83.000
NVIDIA GeForce GTX 1650,Wuthering Waves,03-01-2026 17:44:53,3760.137,1785.000,6120.984,47.681,0.000,0.000,0.000,1.000,96.000,61.550,3900.000,39.882,15514.000,21089.000,0.000,0.000,35.600,49.100,55.800,25.200,13.800,84.000,86.000
NVIDIA GeForce GTX 1650,Wuthering Waves,03-01-2026 17:44:54,3760.137,1785.000,6120.984,43.200,0.000,0.000,0.000,1.000,95.000,61.093,3900.000,39.942,15521.000,21087.000,0.000,0.000,35.600,49.100,55.800,25.200,13.800,84.000,86.000
NVIDIA GeForce GTX 1650,Wuthering Waves,03-01-2026 17:44:55,3770.074,1785.000,6120.984,47.152,0.000,0.000,0.000,1.000,98.000,62.190,4000.000,39.675,15513.000,21080.000,0.000,0.000,35.600,49.100,55.800,25.200,13.800,84.000,84.000
NVIDIA GeForce GTX 1650,Wuthering Waves,03-01-2026 17:44:56,3760.137,1755.000,6120.984,48.147,0.000,1.000,0.000,0.000,96.000,69.512,3900.000,40.054,15519.000,21085.000,0.000,0.000,35.600,49.100,55.800,25.200,13.800,84.000,78.000
NVIDIA GeForce GTX 1650,Wuthering Waves,03-01-2026 17:44:57,3760.137,1725.000,6120.984,46.974,0.000,1.000,0.000,0.000,95.000,59.921,4000.000,39.583,15515.000,21081.000,0.000,0.000,35.600,49.100,55.800,25.200,13.800,84.000,83.000
NVIDIA GeForce GTX 1650,Wuthering Waves,03-01-2026 17:44:58,3760.137,1770.000,6120.984,48.064,0.000,1.000,0.000,0.000,94.000,71.376,4000.000,40.740,15515.000,21089.000,0.000,0.000,35.600,49.100,55.800,25.200,13.800,84.000,75.000
NVIDIA GeForce GTX 1650,Wuthering Waves,03-01-2026 17:44:59,3760.137,1785.000,6120.984,48.279,0.000,1.000,0.000,0.000,96.000,60.048,3900.000,39.806,15516.000,21085.000,0.000,0.000,35.600,49.100,55.800,25.200,13.800,84.000,84.000
NVIDIA GeForce GTX 1650,Wuthering Waves,03-01-2026 17:45:00,3760.137,1785.000,6120.984,47.491,0.000,0.000,0.000,1.000,96.000,61.705,3900.000,39.710,15515.000,21091.000,0.000,0.000,35.600,49.100,55.800,25.200,13.800,84.000,85.000
NVIDIA GeForce GTX 1650,Wuthering Waves,03-01-2026 17:45:01,3760.137,1785.000,6120.984,45.770,0.000,0.000,0.000,1.000,97.000,66.348,3800.000,39.796,15526.000,21099.000,0.000,0.000,35.600,49.100,55.800,25.200,13.800,84.000,84.000
NVIDIA GeForce GTX 1650,Wuthering Waves,03-01-2026 17:45:02,3760.137,1785.000,6120.984,43.904,0.000,0.000,0.000,1.000,96.000,64.406,3900.000,39.179,15523.000,21090.000,0.000,0.000,35.600,49.100,55.800,25.200,13.800,84.000,82.000
NVIDIA GeForce GTX 1650,Wuthering Waves,03-01-2026 17:45:03,3760.137,1785.000,6120.984,45.774,0.000,0.000,0.000,1.000,96.000,69.384,3900.000,40.375,15529.000,21100.000,0.000,0.000,35.600,49.100,55.800,25.200,13.800,84.000,76.000
NVIDIA GeForce GTX 1650,Wuthering Waves,03-01-2026 17:45:04,3760.137,1755.000,6120.984,46.730,0.000,1.000,0.000,0.000,98.000,67.357,3800.000,39.090,15529.000,21105.000,0.000,0.000,35.600,49.100,55.800,25.200,13.800,84.000,79.000
NVIDIA GeForce GTX 1650,Wuthering Waves,03-01-2026 17:45:05,3760.137,1785.000,6120.984,47.864,0.000,1.000,0.000,0.000,97.000,65.082,3800.000,39.367,15531.000,21104.000,0.000,0.000,35.600,49.100,55.800,25.200,13.800,84.000,81.000
NVIDIA GeForce GTX 1650,Wuthering Waves,03-01-2026 17:45:06,3760.137,1755.000,6120.984,48.051,0.000,1.000,0.000,0.000,98.000,62.508,3900.000,39.594,15533.000,21107.000,0.000,0.000,35.600,49.100,55.800,25.200,13.800,84.000,83.000
NVIDIA GeForce GTX 1650,Wuthering Waves,03-01-2026 17:45:07,3760.137,1770.000,6120.984,46.921,0.000,1.000,0.000,0.000,97.000,61.691,3900.000,39.880,15530.000,21107.000,0.000,0.000,35.600,49.100,55.800,25.200,13.800,84.000,87.000
NVIDIA GeForce GTX 1650,Wuthering Waves,03-01-2026 17:45:08,3760.137,1785.000,6120.984,49.079,0.000,1.000,0.000,0.000,99.000,63.543,3800.000,38.896,15535.000,21110.000,0.000,0.000,35.600,49.100,55.800,25.200,13.800,84.000,82.000
NVIDIA GeForce GTX 1650,Wuthering Waves,03-01-2026 17:45:09,3760.137,1755.000,6120.984,47.378,0.000,1.000,0.000,0.000,97.000,62.786,3800.000,39.975,15536.000,21108.000,0.000,0.000,35.600,49.100,55.800,25.200,13.800,84.000,85.000
NVIDIA GeForce GTX 1650,Wuthering Waves,03-01-2026 17:45:10,3770.074,1785.000,6120.984,44.286,0.000,0.000,0.000,1.000,96.000,64.850,3900.000,39.630,15525.000,21103.000,0.000,0.000,35.600,49.100,55.800,25.200,13.800,84.000,82.000
NVIDIA GeForce GTX 1650,Wuthering Waves,03-01-2026 17:45:11,3760.137,1785.000,6120.984,47.415,0.000,1.000,0.000,0.000,97.000,65.778,3900.000,39.379,15524.000,21098.000,0.000,0.000,35.600,49.100,55.800,25.200,13.800,84.000,82.000
NVIDIA GeForce GTX 1650,Wuthering Waves,03-01-2026 17:45:12,3760.137,1785.000,6120.984,47.613,0.000,0.000,0.000,1.000,97.000,62.465,4100.000,39.785,15521.000,21095.000,0.000,0.000,35.600,49.100,55.800,25.200,13.800,84.000,82.000
NVIDIA GeForce GTX 1650,Wuthering Waves,03-01-2026 17:45:13,3760.137,1785.000,6120.984,46.136,0.000,0.000,0.000,1.000,96.000,63.303,4000.000,39.597,15516.000,21094.000,0.000,0.000,35.600,49.100,55.800,25.200,13.800,84.000,85.000
NVIDIA GeForce GTX 1650,Wuthering Waves,03-01-2026 17:45:14,3760.137,1785.000,6120.984,47.109,0.000,0.000,0.000,1.000,95.000,60.941,3900.000,39.485,15507.000,21098.000,0.000,0.000,35.600,49.100,55.800,25.200,13.800,85.000,86.000
NVIDIA GeForce GTX 1650,Wuthering Waves,03-01-2026 17:45:15,3760.137,1785.000,6120.984,45.430,0.000,0.000,0.000,1.000,94.000,65.792,3800.000,39.473,15507.000,21097.000,0.000,0.000,35.600,49.100,55.800,25.200,13.800,84.000,81.000
NVIDIA GeForce GTX 1650,Wuthering Waves,03-01-2026 17:45:16,3760.137,1785.000,6120.984,48.368,0.000,0.000,0.000,1.000,97.000,66.764,3900.000,39.290,15519.000,21118.000,0.000,0.000,35.600,49.100,55.800,25.200,13.800,84.000,77.000
NVIDIA GeForce GTX 1650,Wuthering Waves,03-01-2026 17:45:17,3760.137,1785.000,6120.984,46.937,0.000,0.000,0.000,1.000,95.000,83.666,3900.000,40.482,15529.000,21147.000,0.300,62063.832,35.600,49.100,55.800,25.200,13.800,84.000,62.000
NVIDIA GeForce GTX 1650,Wuthering Waves,03-01-2026 17:45:18,3753.137,1785.000,6120.984,47.166,0.000,0.000,0.000,1.000,96.000,69.623,3800.000,39.015,15517.000,21156.000,44.700,31.605,35.600,49.100,55.800,25.200,13.800,83.000,78.000
NVIDIA GeForce GTX 1650,Wuthering Waves,03-01-2026 17:45:19,3753.137,1785.000,6120.984,45.478,0.000,0.000,0.000,1.000,96.000,70.514,3900.000,40.391,15517.000,21145.000,43.600,0.000,35.600,49.100,55.800,25.200,13.800,84.000,74.000
NVIDIA GeForce GTX 1650,Wuthering Waves,03-01-2026 17:45:20,3753.137,1785.000,6120.984,43.640,0.000,0.000,0.000,1.000,95.000,72.360,3700.000,40.442,15527.000,21155.000,42.100,37.460,35.600,49.100,55.800,25.200,13.800,84.000,71.000
NVIDIA GeForce GTX 1650,Wuthering Waves,03-01-2026 17:45:21,3753.137,1785.000,6120.984,45.500,0.000,0.000,0.000,1.000,95.000,69.285,3900.000,39.157,15544.000,21174.000,46.900,25.594,35.600,49.100,55.800,25.200,13.800,83.000,78.000
NVIDIA GeForce GTX 1650,Wuthering Waves,03-01-2026 17:45:22,3753.137,1785.000,6120.984,45.905,0.000,0.000,0.000,1.000,97.000,66.630,3800.000,40.423,15532.000,21139.000,46.900,30.772,35.600,49.100,55.800,25.200,13.800,84.000,77.000
